AndI     -V172  0 45 42.173 +38 02 47.58 0.607 25.352 1.199 24.569 0.658 25.462 1.348 25.098 1.000 24.556 0.654 RRab    ACS
AndI     -V173  0 45 42.174 +38 03 47.85 0.369 25.356 0.553 24.702 0.291 25.446 0.603 25.134 0.466 24.684 0.288 RRc     ACS
AndI     -V174  0 45 42.293 +38 02 52.48 0.337 25.145 0.517 24.551 0.235 25.228 0.563 24.944 0.423 24.536 0.232 RRc     ACS
AndI     -V175  0 45 42.301 +38 02 01.13 0.543 25.433 1.136 24.710 0.619 25.527 1.231 25.186 0.925 24.700 0.612 RRab    ACS
AndI     -V176  0 45 42.310 +38 03 00.19 0.707 25.319 0.825 24.415 0.481 25.458 0.897 24.989 0.743 24.401 0.493 RRab    ACS
AndI     -V177  0 45 42.411 +38 02 05.13 0.357 25.400 0.534 24.703 0.234 25.500 0.591 25.163 0.423 24.687 0.263 RRc     ACS
AndI     -V178  0 45 42.442 +38 01 22.84 0.672 25.379 0.904 24.493 0.311 25.514 1.030 25.082 0.686 24.482 0.320 RRab    ACS
AndI     -V179  0 45 42.493 +38 03 35.52 0.570 25.415 1.064 24.632 0.535 25.529 1.150 25.165 0.946 24.618 0.539 RRab    ACS
AndI     -V180  0 45 42.512 +38 00 59.00 0.595 25.486 0.864 24.642 0.381 25.612 0.954 25.203 0.709 24.628 0.391 RRab    ACS
AndI     -V181  0 45 42.554 +38 03 29.25 0.355 25.337 0.578 24.744 0.384 25.430 0.638 25.121 0.485 24.721 0.319 RRd     ACS
