OGLE-LMC-RRLYR-00273  18.836 19.389  0.5183759 0.0000021  6000.14574  0.412  0.534 4.353  0.369 2.721
OGLE-LMC-RRLYR-00274  18.689 19.387  0.6513290 0.0000034  6000.27678  0.212  0.352 4.640  0.100 3.549
OGLE-LMC-RRLYR-00275  18.935 19.611  0.6438613 0.0000039  6000.32260  0.231  0.335 4.937  0.127 3.468
OGLE-LMC-RRLYR-00276  19.015 19.534  0.4841570 0.0000012  6000.40705  0.778  0.483 4.177  0.326 2.238
OGLE-LMC-RRLYR-00277  19.200 19.729  0.4552595 0.0000006  6000.05472  0.779  0.551 4.345  0.345 2.601
OGLE-LMC-RRLYR-00278  18.785 19.407  0.5829676 0.0000019  6000.51228  0.479  0.483 4.252  0.352 2.755
OGLE-LMC-RRLYR-00279  18.900 19.511  0.5835063 0.0000011  6000.23743  0.511  0.493 4.297  0.329 2.541
OGLE-LMC-RRLYR-00280  18.829 19.412  0.5884266 0.0000015  6000.47697  0.420  0.408 4.315  0.237 2.684
OGLE-LMC-RRLYR-00283  18.979 19.529  0.5383360 0.0000007  6000.18567  0.717  0.478 4.244  0.386 2.439
OGLE-LMC-RRLYR-00284  18.630 20.350  0.7091251 0.0000040  6000.23929  0.386  0.383 4.602  0.274 3.169
OGLE-LMC-RRLYR-00285  18.848 19.467  0.5572845 0.0000012  6000.19047  0.515  0.425 4.259  0.300 2.363
OGLE-LMC-RRLYR-00286  18.760 19.438  0.6254703 0.0000031  6000.33774  0.330  0.404 4.612  0.258 2.839
OGLE-LMC-RRLYR-00287  18.659 19.197  0.5596679 0.0000065  6000.45415  0.153  0.105   -    0.094   -  
OGLE-LMC-RRLYR-00288  18.758 19.300  0.5229081 0.0000007  6000.09636  0.622  0.412 4.073  0.255 1.896
OGLE-LMC-RRLYR-00289  18.795 19.418  0.5680764 0.0000052  6000.21359  0.437  0.304 4.392  0.110 1.937
OGLE-LMC-RRLYR-00292  18.977 19.415  0.5527016 0.0000026  6000.10124  0.336  0.271 4.080  0.156 2.120
OGLE-LMC-RRLYR-00294  18.866 19.469  0.5660764 0.0000010  6000.07297  0.563  0.498 4.281  0.346 2.523
OGLE-LMC-RRLYR-00295  18.857 19.551  0.6501857 0.0000096  6000.01207  0.116  0.202   -    0.000   -  
OGLE-LMC-RRLYR-00296  18.843 19.376  0.5765716 0.0000010  6000.10718  0.627  0.518 4.322  0.352 2.673
OGLE-LMC-RRLYR-00297  18.647 19.259  0.6771093 0.0000022  6000.50923  0.558  0.440 4.400  0.294 2.767
OGLE-LMC-RRLYR-00298  18.698 19.262  0.5975249 0.0000010  6000.05182  0.469  0.448 4.395  0.313 2.736
